,Unnamed: 0,Datetime,Tweet Id,Text,Username,Clean,Language
1235,1235,2022-10-04 05:38:44+00:00,1577171340930715648,Inflation,kit_ballesteros,Inflation,en
1236,1236,2022-10-04 03:13:46+00:00,1577134856475009024,"this has been the top-tier and will be the top-tier again but will not the same price as before. 

LOOK WHAT INFLATION COULD DO...
Masarap pero pahirap, wews.",grmfgrsn_,top-tier top-tier price LOOK WHAT INFLATION COULD DO Masarap pahirap wews,en
1237,1237,2022-10-04 02:49:51+00:00,1577128839163301888,@TheKidWithHalo Emeeee inflation is real charot,gooddb0y,Emeeee inflation real charot,en
1238,1238,2022-10-04 02:47:41+00:00,1577128292900929536,"@societyofhonor @FDPascual @MaamSyj A competent president of the country will address national debt, inflation and peace &amp; order in the 1st 100 days in office to live up to the expectations of the “usual” honeymoon period. DAYUNYOR DID NOTHING! Instead he partied &amp; traveled",mgb819,A competent president country address national debt inflation peace order st days office live expectations usual honeymoon period DAYUNYOR DID NOTHING Instead partied traveled,en
1239,1239,2022-10-04 01:52:45+00:00,1577114469401886721,"@not_alfonso Yes, GLOBAL inflation is real.",NewPH2022,Yes GLOBAL inflation real,en
1240,1240,2022-10-04 01:45:23+00:00,1577112617201520640,Inflation este come back to the young and beautiful you.,_rojyu,Inflation este come young beautiful,en
1241,1241,2022-10-04 01:27:08+00:00,1577108021440045056,@batterytripleA Inflation 🫣,cocoi1991,Inflation,en
1242,1242,2022-10-04 00:05:51+00:00,1577087565110575104,"If only inflation is like airline lifevest, blow tube to inflate, push pin inward to deflate..
#inflation",littl3john,If inflation like airline lifevest blow tube inflate push pin inward deflate,en
1246,1246,2022-10-03 12:47:21+00:00,1576916815820648454,Nigga be questioning why there's inflation when they voted for a fucking dictator,Nniikkaayyy,Nigga questioning there's inflation voted fucking dictator,en
1249,1249,2022-10-03 09:31:14+00:00,1576867464410910720,@jumbotrashcan Whew. Inflation. I remember this used to be just 49 pesos.,gooddb0y,Whew Inflation I remember pesos,en
1250,1250,2022-10-03 08:59:28+00:00,1576859468150714368,Inflation is the journey not the destination,yomturista,Inflation journey destination,en
1252,1252,2022-10-03 06:21:53+00:00,1576819812734406656,yeah yeah I know inflation is high here but have you tried just disagreeing with inflation? #MarcosInutil https://t.co/gKbje7w0Ta,itsjomcorpuz,yeah yeah I know inflation high tried disagreeing inflation,en
1253,1253,2022-10-03 05:05:10+00:00,1576800503937536001,Inflation but I crave. 😭,PAULiiingdown,Inflation I crave,en
1255,1255,2022-10-02 14:46:14+00:00,1576584346705666048,"With the inflation and impact of typhoon, the apologist will say?? 🤡🤡",onyt07leo,With inflation impact typhoon apologist,en
1256,1256,2022-10-02 12:51:49+00:00,1576555551265153025,Me partying after worsened inflation https://t.co/6l5GpD8CCU,mjdiaz21,Me partying worsened inflation,en
1257,1257,2022-10-02 09:23:49+00:00,1576503207500476417,"@BBMholic_1972 Party here and there while the country is faced with inflation, weakening peso, storm devastation, shortage of basic commodities, COVID 19 pandemic, corruptions, crimes and injustices, gov’t loans in trillions! Kawawang Pilipinas!",kxops101,Party country faced inflation weakening peso storm devastation shortage basic commodities COVID pandemic corruptions crimes injustices govt loans trillions Kawawang Pilipinas,en
1260,1260,2022-10-02 02:36:30+00:00,1576400705182928896,"Grabe 11php n to
Inflation is real https://t.co/IwBC5Ua9pB",Kage062684,Grabe php n toInflation real,en
1262,1262,2022-10-01 12:40:37+00:00,1576190348438577157,"@greencross123 @binimarcia Major cause why PHL has 13T debt, 7% inflation, 62.1% debt to GDP ratio, reduced $84B reserve &amp; run away forex",mgb819,Major cause PHL T debt inflation debt GDP ratio reduced 84B reserve run away forex,en
1265,1265,2022-09-30 13:46:22+00:00,1575844506015977472,Inflation 101 https://t.co/4W7VcoqlnO,royalMCMXCVII,Inflation,en
1267,1267,2022-09-29 11:09:48+00:00,1575442714392264706,"Sample ng inflation, 4 medium sized Tomatoes, 60pesos.

That’s 15pesos per tomato.",ItsENRO,Sample inflation medium sized Tomatoes pesos Thats pesos tomato,en
1268,1268,2022-09-29 10:46:06+00:00,1575436753372336129,Willis Towers Watson (WTW) report states PH companies are budgeting an average median salary increase of 5.7% next year to combat inflation and address potential attrition. Is your company compensation &amp; annual merit increase plans (or perhaps vs 2021) aligned with this forecast?,kingdelrosario,Willis Towers Watson (WTW) report states PH companies budgeting average median salary increase year combat inflation address potential attrition Is company compensation annual merit increase plans (or vs ) aligned forecast,en
1269,1269,2022-09-28 15:57:00+00:00,1575152605906743296,@JJJayGonz Fed have increased interest rate for the 3rd straight times this year. They are expected to be in recession by early next year to fight inflation.,TopGuy_7inch,Fed increased interest rate rd straight times year They expected recession early year fight inflation,en
1270,1270,2022-09-28 15:52:25+00:00,1575151452032749568,You thought US dollar is strong but their inflation is higher than ever,TopGuy_7inch,You thought US dollar strong inflation higher,en
1271,1271,2022-09-28 05:47:20+00:00,1574999175678242816,"@rolem03_chick @pagezh @pads_nosi @jaysalas101 @BongYa98 @TishaCM @pinoyanghang Almighty dollar giving UK's Pound Sterling a whoop-ass beating? Even US rapper 50 Cent (Curtis Jackson) wish to be known as 85 Cent, to adjust for inflation? https://t.co/rJJUzs6LQt",molavefinds,Almighty dollar giving UK's Pound Sterling whoop-ass beating Even US rapper Cent (Curtis Jackson) wish known Cent adjust inflation,en
1274,1274,2022-09-26 07:10:12+00:00,1574295256891523072,"Not to mention how typhoons and other related disasters would affect supply chains, especially rice and other crops, and make inflation worse than what it is right now. In short, we're all fucked.

Anihan pa man din niyan. Sayang.",nicxthegeek,Not mention typhoons related disasters affect supply chains especially rice crops inflation worse right In short we're fucked Anihan man niyan Sayang,en
1275,1275,2022-09-26 03:36:01+00:00,1574241353495904262,"Good luck na lang sa mga nasalanta: high inflation would mean harder short-term recovery (materiel for reconstruction), high interest rates would mean harder long-term recovery (loans for farmers, businesses).",nicxthegeek,Good luck lang nasalanta: high inflation mean harder short-term recovery (materiel reconstruction) high interest rates mean harder long-term recovery (loans farmers businesses),en
1277,1277,2022-09-26 00:26:35+00:00,1574193680029655040,But in the real world there is inflation so your $300 doesn’t buy you anything today,Trader4lyf,But real world inflation 300 doesnt buy today,en
1279,1279,2022-09-24 15:37:43+00:00,1573698198828634114,"GPU pricing down 📉
Inflation 📈
Weakening peso 💸

Brb numbing the pain with Kpop merch",joersays,GPU pricing Inflation Weakening peso Brb numbing pain Kpop merch,en
1284,1284,2022-09-23 05:13:38+00:00,1573178756432539649,"1. No DOH Secretary
2. Weak peso = Inflation
3. High prices of tradable commodity like electricity
4. Silence about West Phil Sea dispute
5. Pangit na Ate suggests that we “Move On” 

A day of reckoning will come.",jmdanganemd,No DOH Secretary2 Weak peso = Inflation3 High prices tradable commodity like electricity4 Silence West Phil Sea dispute5 Pangit Ate suggests Move On A day reckoning come,en
1285,1285,2022-09-23 00:00:50+00:00,1573100036736823296,inflation has to happen when I start paying for the stuff I want 🥰,notjughead_,inflation happen I start paying stuff I want,en
1292,1292,2022-09-21 00:49:11+00:00,1572387429281333248,"@GerryCacanindin Rest of the world: Let's do something about inflation. 

The Philippines: What inflation?",EsquibelGk,Rest world: Let's inflation The Philippines: What inflation,en
1293,1293,2022-09-20 21:49:16+00:00,1572342154248462337,"@Loos3Seal @ABSCBNNews @dontagala They will be forever haunted with the crime against humanity during his father and even him not paying taxes. Party everywhere where filipinos don't have food to eat, high inflation, high fare and prices of commodities.",fearlessman76,They forever haunted crime humanity father paying taxes Party filipinos don't food eat high inflation high fare prices commodities,en
1295,1295,2022-09-20 03:57:56+00:00,1572072543099719680,"The PH #inflation may be high &amp; unpleasant, but #stockmarket investors are advised not to be disheartened by this scenario. More about inflation rate and some tips on how to beat it.  #SeatsForTwo
https://t.co/LQOifbcFbl

#FinancialWellness #BDOph  #BDOUnibank #saveandinvest",livingMarjorney,The PH high unpleasant investors advised disheartened scenario More inflation rate tips beat ://,en
1297,1297,2022-09-20 01:23:35+00:00,1572033698035564547,Moody’s Analytics: U.S. consumer demand fairly healthy despite elevated inflation; Europe is in the brink of recession.,alexis_banga,Moodys Analytics: U S consumer demand fairly healthy despite elevated inflation Europe brink recession,en
1302,1302,2022-09-16 17:13:14+00:00,1570823134378598401,"Fare hikes, PHP at it's weakest performance, uncontrolled inflation, what's next?!!!",iAm_RedSurio,Fare hikes PHP it's weakest performance uncontrolled inflation what's,en
1305,1305,2022-09-15 02:29:02+00:00,1570238230787915776,We need concrete plans VS inflation.,MosesGLive,We need concrete plans VS inflation,en
1306,1306,2022-09-14 17:18:33+00:00,1570099696366125056,"Working in a customer service for a food delivery and take away services, all of their items had increased. It is an Australian account and madami sa mga customers namin na-aray din sa pricing, but inflation is damn real all over the world. Hindi lang dito.",16lunaestrella,Working customer service food delivery away services items increased It Australian account madami customers na-aray pricing inflation damn real world Hindi lang,en
1308,1308,2022-09-14 13:05:18+00:00,1570035965284188162,Me waiting for my fb friends who defended these people to their core to complain about inflation and other economic issues https://t.co/1QMPhyVz9c,itsmademoizelly,Me waiting fb friends defended people core complain inflation economic issues,en
1310,1310,2022-09-13 23:57:45+00:00,1569837771476594690,"@VP Because there is consensus among economists that the ""Inflation Reduction Act"" is actually not going to reduce inflation rather, it is inflationary. Such a 🤡 show.",cdoRobT,"Because consensus economists ""Inflation Reduction Act"" actually going reduce inflation inflationary Such",en
1311,1311,2022-09-13 23:50:22+00:00,1569835914402353153,"@RUSexercises attn duty officer: Kindly relay my message to Col. Gen. Yuriy E. Sadovenko. Spaciba!
Dear Col. Gen. Yuriy E. Sadovenko,
There is a program I believe that is causing world inflation. Kindly see through it. It must be stopped. Thank you!🤍",IAmSerenity37,attn duty officer: Kindly relay message Col Gen Yuriy E Sadovenko Spaciba Dear Col Gen Yuriy E Sadovenko There program I believe causing world inflation Kindly It stopped Thank,en
1313,1313,2022-09-12 12:53:37+00:00,1569308250750996480,"Back to work today!

Less Filipinos experienced hunger in the second quarter of 2022, according to a study of SWS.

Ease of doing business and return to work contributed to it, but inflation might reverse the trend.

My report for @TVPatrol tonight!",JervisManahan,Back work today Less Filipinos experienced hunger second quarter according study SWS Ease business return work contributed inflation reverse trend My report tonight,en
1316,1316,2022-09-11 06:18:49+00:00,1568846507893493760,".@TAMBISAN_1979 put together this collection of #MarcosItakwil prints for #GGSSG2022 #JoinTambe 

It's the Senior dictator's birth anniv today, and Junior is looking to coast on nostalgia + leftover goodwill amid painful inflation + fracturing apolo10 political base #RejectMarcos https://t.co/eTdYj9E5Fk",paolojcruz,collection prints It's Senior dictator's birth anniv today Junior looking coast nostalgia + leftover goodwill amid painful inflation + fracturing apolo10 political base,en
1319,1319,2022-09-10 10:44:19+00:00,1568550931809337350,Note to self: Iwasan ang lifestyle inflation.,xirkul,Note self: Iwasan lifestyle inflation,en
